Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2925,Shirt,Clothing,64,L,Indigo,Winter,3.7,No,Free Shipping,No,No,37,Debit Card,Every 3 Months
2926,Sweater,Clothing,91,M,Maroon,Spring,2.8,No,Store Pickup,No,No,43,Credit Card,Every 3 Months
2927,Handbag,Accessories,82,M,Gray,Winter,4.8,No,2-Day Shipping,No,No,9,Cash,Weekly
2928,Shirt,Clothing,24,M,Black,Summer,2.7,No,Express,No,No,15,Venmo,Bi-Weekly
2929,Jewelry,Accessories,80,L,Yellow,Spring,3.6,No,Store Pickup,No,No,17,Credit Card,Weekly
2930,Socks,Clothing,53,XL,White,Winter,4.5,No,Next Day Air,No,No,42,Venmo,Fortnightly
2931,T-shirt,Clothing,50,M,Orange,Spring,4,No,Free Shipping,No,No,14,Venmo,Monthly
2932,Jewelry,Accessories,31,M,Magenta,Fall,4.5,No,2-Day Shipping,No,No,49,Credit Card,Bi-Weekly
2933,Backpack,Accessories,88,L,Black,Spring,3.9,No,Express,No,No,3,PayPal,Quarterly
2934,Hat,Accessories,52,M,Brown,Summer,3.8,No,Standard,No,No,28,Venmo,Monthly
2935,Gloves,Accessories,22,M,Orange,Fall,4.7,No,Next Day Air,No,No,41,Bank Transfer,Quarterly
2936,Sneakers,Footwear,27,XL,Gray,Spring,4.6,No,Standard,No,No,11,Venmo,Weekly
2937,Skirt,Clothing,34,M,White,Spring,3.6,No,Express,No,No,46,PayPal,Weekly
2938,Handbag,Accessories,39,M,White,Spring,4.3,No,2-Day Shipping,No,No,15,Credit Card,Weekly
2939,Sunglasses,Accessories,53,M,Violet,Fall,3,No,Standard,No,No,15,Cash,Monthly
2940,Sweater,Clothing,46,M,Beige,Winter,4.3,No,Express,No,No,34,Venmo,Weekly
2941,Handbag,Accessories,85,L,Beige,Summer,4.8,No,Next Day Air,No,No,13,Cash,Monthly
2942,Skirt,Clothing,86,L,Purple,Spring,3.7,No,Free Shipping,No,No,27,PayPal,Monthly
2943,Socks,Clothing,63,M,Brown,Summer,2.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly
2944,Shirt,Clothing,44,M,Orange,Spring,3.4,No,Standard,No,No,37,Credit Card,Monthly
2945,Sneakers,Footwear,95,XL,Cyan,Summer,3.9,No,Free Shipping,No,No,4,Venmo,Every 3 Months
2946,Belt,Accessories,49,M,Charcoal,Summer,4.8,No,Free Shipping,No,No,1,Credit Card,Every 3 Months
2947,Pants,Clothing,77,L,Purple,Spring,2.8,No,Free Shipping,No,No,29,Bank Transfer,Quarterly
2948,Jewelry,Accessories,63,L,Peach,Spring,4.4,No,Standard,No,No,50,Venmo,Annually
2949,Pants,Clothing,83,M,Violet,Winter,3.1,No,Standard,No,No,38,Debit Card,Bi-Weekly
2950,Jewelry,Accessories,93,M,Peach,Spring,3.8,No,Store Pickup,No,No,15,PayPal,Annually
2951,Jeans,Clothing,91,S,Maroon,Winter,4.1,No,2-Day Shipping,No,No,44,Debit Card,Every 3 Months
2952,Scarf,Accessories,99,L,Maroon,Fall,4.6,No,Free Shipping,No,No,14,Cash,Weekly
2953,Belt,Accessories,24,M,Peach,Spring,4.9,No,Next Day Air,No,No,5,Debit Card,Monthly
2954,Dress,Clothing,82,M,Silver,Summer,4.8,No,Next Day Air,No,No,11,Credit Card,Annually
2955,T-shirt,Clothing,28,M,Indigo,Winter,3.9,No,Express,No,No,15,Credit Card,Annually
2956,Boots,Footwear,67,M,Silver,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Annually
2957,Dress,Clothing,88,M,Olive,Fall,3.7,No,Standard,No,No,30,Venmo,Monthly
2958,Jewelry,Accessories,70,S,Gray,Fall,4.7,No,Standard,No,No,2,Cash,Annually
2959,Skirt,Clothing,100,M,Black,Summer,4.5,No,Standard,No,No,28,PayPal,Monthly
2960,Handbag,Accessories,28,L,Maroon,Summer,4.7,No,Free Shipping,No,No,9,PayPal,Quarterly
2961,Coat,Outerwear,48,S,Olive,Spring,3.6,No,Standard,No,No,47,Credit Card,Weekly
2962,Hoodie,Clothing,43,S,Gold,Fall,2.8,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly
2963,Pants,Clothing,40,L,Pink,Fall,4,No,Express,No,No,42,Credit Card,Every 3 Months
2964,Boots,Footwear,97,M,Brown,Spring,3.6,No,Free Shipping,No,No,28,Credit Card,Weekly
2965,Coat,Outerwear,25,S,White,Fall,3.8,No,2-Day Shipping,No,No,13,Venmo,Fortnightly
2966,Scarf,Accessories,45,M,Blue,Summer,4.4,No,Standard,No,No,25,PayPal,Fortnightly
2967,Boots,Footwear,49,L,Orange,Fall,2.8,No,Store Pickup,No,No,38,Debit Card,Every 3 Months
2968,Sneakers,Footwear,36,L,Silver,Summer,3.4,No,Free Shipping,No,No,40,Venmo,Annually
2969,Sweater,Clothing,48,S,Gray,Fall,4.9,No,Express,No,No,25,Cash,Every 3 Months
2970,Belt,Accessories,62,S,Blue,Fall,4.3,No,Next Day Air,No,No,20,Cash,Every 3 Months
2971,Jewelry,Accessories,74,M,White,Winter,3.4,No,Free Shipping,No,No,44,Credit Card,Bi-Weekly
2972,Handbag,Accessories,100,L,Yellow,Fall,3.9,No,Next Day Air,No,No,9,PayPal,Every 3 Months
2973,Jacket,Outerwear,39,S,Indigo,Fall,4.2,No,Free Shipping,No,No,11,Venmo,Every 3 Months
2974,Boots,Footwear,65,M,Blue,Summer,2.7,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly
2975,Sneakers,Footwear,99,XL,Peach,Summer,4.1,No,Store Pickup,No,No,34,Credit Card,Weekly
2976,Scarf,Accessories,68,XL,Lavender,Winter,4.5,No,2-Day Shipping,No,No,48,Cash,Every 3 Months
2977,Coat,Outerwear,97,M,Silver,Summer,2.8,No,Express,No,No,28,Cash,Fortnightly
2978,Shorts,Clothing,47,L,Gold,Winter,3.4,No,Standard,No,No,20,Venmo,Annually
2979,Shorts,Clothing,56,S,Cyan,Spring,3.9,No,Free Shipping,No,No,49,Bank Transfer,Fortnightly
2980,Jeans,Clothing,91,L,Olive,Fall,2.6,No,Next Day Air,No,No,14,PayPal,Weekly
2981,Gloves,Accessories,93,L,Teal,Fall,4.4,No,2-Day Shipping,No,No,9,Bank Transfer,Monthly
2982,Pants,Clothing,36,L,Pink,Winter,4.9,No,Standard,No,No,37,Venmo,Annually
2983,Dress,Clothing,45,M,Orange,Summer,3.6,No,Store Pickup,No,No,4,Credit Card,Weekly
2984,Pants,Clothing,44,M,Charcoal,Winter,2.8,No,2-Day Shipping,No,No,1,Credit Card,Quarterly
2985,Gloves,Accessories,32,L,Red,Spring,4.3,No,2-Day Shipping,No,No,36,Debit Card,Bi-Weekly
2986,Belt,Accessories,36,S,Teal,Summer,3,No,Express,No,No,21,Cash,Bi-Weekly
2987,Belt,Accessories,85,S,Silver,Summer,3.3,No,2-Day Shipping,No,No,16,Credit Card,Monthly
2988,Skirt,Clothing,36,L,Black,Winter,2.5,No,Store Pickup,No,No,42,Cash,Monthly
2989,Socks,Clothing,55,S,Pink,Spring,5,No,2-Day Shipping,No,No,31,Debit Card,Monthly
2990,Belt,Accessories,20,XL,Teal,Summer,4.3,No,2-Day Shipping,No,No,6,Credit Card,Weekly
2991,Shirt,Clothing,91,M,Teal,Fall,4.2,No,Free Shipping,No,No,24,Venmo,Monthly
2992,Dress,Clothing,71,L,Green,Summer,3.9,No,Standard,No,No,7,PayPal,Bi-Weekly
2993,Socks,Clothing,64,M,Charcoal,Spring,3.9,No,Store Pickup,No,No,25,Venmo,Weekly
2994,Jacket,Outerwear,21,L,Indigo,Spring,4.2,No,Free Shipping,No,No,18,Cash,Bi-Weekly
2995,Sweater,Clothing,100,S,White,Winter,3.5,No,Store Pickup,No,No,14,Bank Transfer,Quarterly
2996,Jeans,Clothing,96,M,Orange,Summer,2.5,No,Standard,No,No,42,Debit Card,Bi-Weekly
2997,Jewelry,Accessories,91,M,White,Spring,2.9,No,Express,No,No,6,Venmo,Every 3 Months
2998,Sweater,Clothing,40,S,Yellow,Spring,2.7,No,Next Day Air,No,No,14,Venmo,Every 3 Months
2999,Hoodie,Clothing,53,M,Red,Summer,4.7,No,Express,No,No,30,Debit Card,Quarterly
3000,Sunglasses,Accessories,48,S,Charcoal,Winter,3.8,No,Standard,No,No,10,Cash,Monthly
3001,Sandals,Footwear,70,M,Lavender,Winter,3.7,No,Express,No,No,7,PayPal,Weekly
3002,Coat,Outerwear,29,L,Charcoal,Summer,4.7,No,Express,No,No,28,Credit Card,Quarterly
3003,Belt,Accessories,29,M,Maroon,Fall,3.6,No,Next Day Air,No,No,19,Bank Transfer,Quarterly
3004,Blouse,Clothing,53,M,Brown,Fall,2.8,No,Express,No,No,13,Credit Card,Every 3 Months
3005,Skirt,Clothing,79,M,Lavender,Winter,3.7,No,Store Pickup,No,No,23,Venmo,Fortnightly
3006,Shorts,Clothing,65,XL,Brown,Spring,3.5,No,Express,No,No,5,Venmo,Weekly
3007,Dress,Clothing,99,M,Olive,Summer,3.7,No,Store Pickup,No,No,17,Venmo,Bi-Weekly
3008,Sunglasses,Accessories,60,L,Lavender,Winter,3,No,Next Day Air,No,No,31,Venmo,Weekly
3009,Shoes,Footwear,86,M,Gold,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Weekly
3010,Belt,Accessories,73,M,Silver,Winter,4.6,No,Free Shipping,No,No,8,Venmo,Fortnightly
3011,Belt,Accessories,45,M,Violet,Winter,3.3,No,Free Shipping,No,No,15,Credit Card,Annually
3012,Belt,Accessories,70,S,Brown,Summer,3,No,Next Day Air,No,No,18,Credit Card,Every 3 Months
3013,Belt,Accessories,65,M,Teal,Fall,3.5,No,Standard,No,No,16,PayPal,Annually
3014,Skirt,Clothing,55,L,Peach,Summer,4.2,No,Store Pickup,No,No,13,Cash,Monthly
3015,T-shirt,Clothing,65,M,Maroon,Spring,4.5,No,Express,No,No,38,PayPal,Every 3 Months
3016,Scarf,Accessories,21,XL,Lavender,Spring,2.8,No,Express,No,No,27,Bank Transfer,Bi-Weekly
3017,Blouse,Clothing,26,L,Lavender,Summer,4.9,No,Store Pickup,No,No,31,Bank Transfer,Quarterly
3018,Sunglasses,Accessories,71,S,Purple,Summer,3.3,No,Next Day Air,No,No,24,Cash,Bi-Weekly
3019,Boots,Footwear,41,M,Green,Summer,3,No,Free Shipping,No,No,21,Debit Card,Bi-Weekly
3020,Jacket,Outerwear,44,M,Yellow,Winter,3.9,No,2-Day Shipping,No,No,15,PayPal,Annually
3021,Jeans,Clothing,81,S,Charcoal,Fall,2.8,No,Store Pickup,No,No,48,Venmo,Every 3 Months
3022,Sunglasses,Accessories,77,S,Blue,Summer,4.5,No,2-Day Shipping,No,No,47,Cash,Quarterly
3023,Sandals,Footwear,26,M,Lavender,Fall,4,No,Free Shipping,No,No,23,PayPal,Weekly
3024,Backpack,Accessories,31,M,Brown,Summer,2.9,No,Express,No,No,4,PayPal,Quarterly
3025,Blouse,Clothing,82,S,White,Spring,4,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
3026,Shoes,Footwear,60,XL,Green,Summer,3.4,No,Store Pickup,No,No,7,PayPal,Monthly
3027,Shirt,Clothing,70,L,Magenta,Fall,2.5,No,Free Shipping,No,No,6,Credit Card,Annually
3028,Hoodie,Clothing,26,XL,Peach,Winter,2.8,No,2-Day Shipping,No,No,47,Credit Card,Quarterly
3029,Dress,Clothing,100,L,Charcoal,Summer,3,No,Free Shipping,No,No,7,PayPal,Every 3 Months
3030,Dress,Clothing,82,M,Gold,Summer,3.1,No,Free Shipping,No,No,1,Debit Card,Quarterly
3031,Sneakers,Footwear,24,XL,Purple,Spring,2.6,No,2-Day Shipping,No,No,23,Credit Card,Weekly
3032,Blouse,Clothing,74,L,Teal,Summer,4.9,No,2-Day Shipping,No,No,30,Credit Card,Monthly
3033,Backpack,Accessories,58,XL,Green,Summer,3.5,No,Next Day Air,No,No,24,Credit Card,Quarterly
3034,Sweater,Clothing,56,L,Orange,Spring,2.6,No,Store Pickup,No,No,9,PayPal,Weekly
3035,Boots,Footwear,37,L,Peach,Spring,3.5,No,2-Day Shipping,No,No,25,Credit Card,Quarterly
3036,Handbag,Accessories,64,M,Gold,Spring,4.5,No,Free Shipping,No,No,18,Cash,Bi-Weekly
3037,Hoodie,Clothing,58,S,Violet,Spring,4.3,No,Next Day Air,No,No,7,Venmo,Fortnightly
3038,Belt,Accessories,44,L,Charcoal,Summer,4.8,No,Next Day Air,No,No,2,Cash,Annually
3039,Jewelry,Accessories,39,M,Brown,Summer,4.2,No,Free Shipping,No,No,36,Debit Card,Annually
3040,Blouse,Clothing,48,L,Blue,Spring,3.2,No,Next Day Air,No,No,31,PayPal,Bi-Weekly
3041,Handbag,Accessories,32,M,Gold,Fall,4.1,No,Express,No,No,10,Cash,Fortnightly
3042,Handbag,Accessories,79,M,Orange,Winter,4,No,Express,No,No,27,PayPal,Monthly
3043,Coat,Outerwear,27,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,14,PayPal,Every 3 Months
3044,Belt,Accessories,98,S,Peach,Fall,2.6,No,Store Pickup,No,No,17,Credit Card,Monthly
3045,Boots,Footwear,67,M,Magenta,Winter,2.7,No,Free Shipping,No,No,10,Bank Transfer,Quarterly
3046,Socks,Clothing,37,L,Black,Winter,4.6,No,2-Day Shipping,No,No,4,PayPal,Bi-Weekly
3047,Shoes,Footwear,49,M,White,Spring,3.2,No,Store Pickup,No,No,25,Cash,Every 3 Months
3048,Sneakers,Footwear,74,M,Violet,Fall,4.1,No,2-Day Shipping,No,No,3,PayPal,Bi-Weekly
3049,Jewelry,Accessories,93,M,Olive,Summer,3.9,No,Standard,No,No,47,Venmo,Fortnightly
3050,Handbag,Accessories,60,L,Red,Summer,3,No,Next Day Air,No,No,41,Bank Transfer,Bi-Weekly
3051,Coat,Outerwear,76,S,Green,Spring,3.6,No,Standard,No,No,28,Venmo,Every 3 Months
3052,Sunglasses,Accessories,64,L,Gold,Summer,4.6,No,Express,No,No,49,Debit Card,Every 3 Months
3053,Shoes,Footwear,38,XL,Olive,Spring,4.5,No,Store Pickup,No,No,7,Bank Transfer,Fortnightly
3054,Shoes,Footwear,91,L,Brown,Winter,3.2,No,Next Day Air,No,No,22,Bank Transfer,Monthly
3055,Boots,Footwear,70,S,Magenta,Summer,4.9,No,2-Day Shipping,No,No,34,Venmo,Monthly
3056,Sandals,Footwear,22,M,Violet,Fall,5,No,Standard,No,No,5,Debit Card,Bi-Weekly
3057,Gloves,Accessories,59,M,Beige,Spring,3.8,No,Standard,No,No,15,Cash,Bi-Weekly
3058,Backpack,Accessories,22,M,Blue,Spring,3.4,No,Next Day Air,No,No,26,Bank Transfer,Weekly
3059,Handbag,Accessories,74,S,Orange,Winter,3.8,No,Store Pickup,No,No,3,Bank Transfer,Fortnightly
3060,Sweater,Clothing,71,L,Maroon,Spring,3.2,No,Express,No,No,42,Credit Card,Quarterly
3061,Coat,Outerwear,80,S,Charcoal,Summer,4.7,No,Store Pickup,No,No,1,Venmo,Monthly
3062,T-shirt,Clothing,59,L,Olive,Fall,4.5,No,Express,No,No,20,PayPal,Every 3 Months
3063,Backpack,Accessories,96,L,Green,Fall,3.3,No,Standard,No,No,39,PayPal,Monthly
3064,Sunglasses,Accessories,43,L,Brown,Winter,3.9,No,Store Pickup,No,No,24,Credit Card,Fortnightly
3065,Belt,Accessories,76,S,Cyan,Winter,3.6,No,Express,No,No,49,Bank Transfer,Quarterly
3066,Jacket,Outerwear,59,M,Beige,Fall,2.8,No,Store Pickup,No,No,7,Venmo,Bi-Weekly
3067,Skirt,Clothing,48,L,Teal,Summer,4.3,No,Free Shipping,No,No,13,Venmo,Every 3 Months
3068,Belt,Accessories,22,S,Gray,Spring,3.5,No,Free Shipping,No,No,2,Cash,Weekly
3069,Boots,Footwear,40,M,Indigo,Winter,4.2,No,Express,No,No,4,Debit Card,Weekly
3070,Jeans,Clothing,73,L,Magenta,Spring,4.6,No,Express,No,No,17,Debit Card,Quarterly
3071,Shoes,Footwear,26,XL,Red,Fall,2.6,No,Free Shipping,No,No,43,PayPal,Bi-Weekly
3072,Sweater,Clothing,41,L,Turquoise,Spring,3.4,No,Next Day Air,No,No,6,PayPal,Monthly
3073,Jewelry,Accessories,98,L,Peach,Spring,3.1,No,Standard,No,No,46,PayPal,Quarterly
3074,Shirt,Clothing,63,L,White,Winter,3.6,No,Free Shipping,No,No,7,Debit Card,Bi-Weekly
3075,Boots,Footwear,55,L,Maroon,Winter,4.2,No,Next Day Air,No,No,34,Debit Card,Fortnightly
3076,Shorts,Clothing,90,XL,Beige,Winter,3.6,No,Standard,No,No,21,PayPal,Every 3 Months
3077,Handbag,Accessories,46,M,Blue,Summer,3.6,No,Express,No,No,13,Venmo,Bi-Weekly
3078,Sweater,Clothing,88,S,Red,Spring,3,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly
3079,Belt,Accessories,95,M,Blue,Spring,2.5,No,2-Day Shipping,No,No,24,Bank Transfer,Bi-Weekly
3080,Belt,Accessories,31,M,Maroon,Fall,4,No,Store Pickup,No,No,4,Bank Transfer,Annually
3081,Hoodie,Clothing,42,L,Yellow,Spring,4.1,No,Next Day Air,No,No,5,Cash,Bi-Weekly
3082,Sneakers,Footwear,44,L,Pink,Winter,4.9,No,Next Day Air,No,No,11,Credit Card,Weekly
3083,T-shirt,Clothing,99,M,Maroon,Spring,4,No,Next Day Air,No,No,20,Bank Transfer,Annually
3084,Pants,Clothing,20,S,Purple,Summer,3.5,No,Store Pickup,No,No,28,PayPal,Quarterly
3085,Scarf,Accessories,37,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43,PayPal,Monthly
3086,Sweater,Clothing,50,L,Gray,Winter,2.8,No,Store Pickup,No,No,10,Venmo,Every 3 Months
3087,Handbag,Accessories,73,M,Lavender,Summer,3.5,No,Next Day Air,No,No,26,Venmo,Every 3 Months
3088,Shirt,Clothing,84,M,Charcoal,Spring,3.1,No,Free Shipping,No,No,29,Bank Transfer,Monthly
3089,Dress,Clothing,64,M,Teal,Spring,3.3,No,Store Pickup,No,No,35,Bank Transfer,Quarterly
3090,Sandals,Footwear,21,L,Blue,Fall,4.6,No,Free Shipping,No,No,23,Cash,Bi-Weekly
3091,Shirt,Clothing,36,M,Peach,Summer,4.9,No,Store Pickup,No,No,15,Bank Transfer,Quarterly
3092,Dress,Clothing,81,L,Orange,Winter,3.4,No,2-Day Shipping,No,No,46,Credit Card,Annually
3093,Sunglasses,Accessories,54,L,Silver,Fall,3.5,No,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly
3094,Socks,Clothing,63,L,Red,Summer,4.8,No,Store Pickup,No,No,17,Cash,Every 3 Months
3095,Sandals,Footwear,59,M,Gray,Summer,2.7,No,Store Pickup,No,No,9,Cash,Weekly
3096,Hat,Accessories,53,S,Beige,Fall,3.4,No,Standard,No,No,13,Venmo,Fortnightly
3097,Shirt,Clothing,63,L,White,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly
3098,Shoes,Footwear,33,M,Silver,Fall,3.7,No,Free Shipping,No,No,39,Bank Transfer,Quarterly
3099,Pants,Clothing,64,L,Cyan,Summer,3.3,No,Next Day Air,No,No,50,Bank Transfer,Quarterly
3100,Shirt,Clothing,98,S,Maroon,Fall,2.9,No,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly
3101,Hat,Accessories,85,L,Purple,Winter,3.9,No,Express,No,No,3,Bank Transfer,Weekly
3102,Jewelry,Accessories,82,S,Brown,Summer,2.7,No,Express,No,No,9,PayPal,Fortnightly
3103,Jacket,Outerwear,85,M,Green,Summer,4.3,No,Standard,No,No,29,Cash,Bi-Weekly
3104,Shirt,Clothing,37,S,Peach,Winter,3,No,2-Day Shipping,No,No,42,Bank Transfer,Weekly
3105,Pants,Clothing,56,S,Turquoise,Summer,5,No,2-Day Shipping,No,No,41,Debit Card,Fortnightly
3106,Skirt,Clothing,33,M,Olive,Fall,2.7,No,Express,No,No,17,Debit Card,Monthly
3107,Sandals,Footwear,57,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20,PayPal,Annually
3108,Blouse,Clothing,31,L,Gray,Winter,4.6,No,Standard,No,No,18,Credit Card,Bi-Weekly
3109,Socks,Clothing,69,M,Purple,Fall,3.2,No,2-Day Shipping,No,No,7,PayPal,Monthly
3110,Jacket,Outerwear,92,M,Gray,Winter,4.3,No,Free Shipping,No,No,47,Bank Transfer,Fortnightly
3111,Handbag,Accessories,46,L,Lavender,Fall,4.6,No,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly
3112,Belt,Accessories,81,XL,Indigo,Spring,4.9,No,Free Shipping,No,No,25,Debit Card,Quarterly
3113,Blouse,Clothing,97,S,Green,Fall,3.8,No,Express,No,No,26,Venmo,Annually
3114,Shirt,Clothing,93,L,Green,Summer,2.6,No,Express,No,No,2,Debit Card,Weekly
3115,Handbag,Accessories,56,M,Olive,Spring,4.7,No,Store Pickup,No,No,45,Venmo,Bi-Weekly
3116,Scarf,Accessories,53,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly
3117,Coat,Outerwear,66,L,Gray,Spring,3.7,No,Store Pickup,No,No,1,Venmo,Weekly
3118,Hoodie,Clothing,50,M,Olive,Fall,3,No,Free Shipping,No,No,4,PayPal,Bi-Weekly
3119,Shorts,Clothing,97,L,Blue,Summer,4.7,No,Standard,No,No,31,Debit Card,Quarterly
3120,Sandals,Footwear,79,XL,Silver,Winter,4.7,No,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
3121,Shirt,Clothing,76,M,Magenta,Fall,4,No,Store Pickup,No,No,32,Debit Card,Fortnightly
3122,Hoodie,Clothing,38,L,Black,Fall,2.6,No,Standard,No,No,16,Venmo,Weekly
3123,Socks,Clothing,45,M,Pink,Fall,3,No,Express,No,No,34,Credit Card,Fortnightly
3124,Handbag,Accessories,77,XL,Red,Fall,3.3,No,Next Day Air,No,No,40,Venmo,Bi-Weekly
3125,Jewelry,Accessories,51,M,Peach,Summer,3.4,No,Standard,No,No,4,Cash,Every 3 Months
3126,Coat,Outerwear,26,L,Lavender,Spring,4,No,Standard,No,No,3,Cash,Quarterly
3127,Sunglasses,Accessories,76,L,Lavender,Winter,2.6,No,Store Pickup,No,No,28,Bank Transfer,Bi-Weekly
3128,Gloves,Accessories,94,M,Beige,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,Every 3 Months
3129,Jacket,Outerwear,32,S,Indigo,Fall,4.4,No,Standard,No,No,20,Cash,Annually
3130,Sandals,Footwear,20,S,Cyan,Summer,4.7,No,Express,No,No,40,Venmo,Every 3 Months
3131,Pants,Clothing,20,M,Yellow,Summer,4.5,No,Store Pickup,No,No,34,Venmo,Every 3 Months
3132,Jacket,Outerwear,59,M,Peach,Fall,2.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3133,Sweater,Clothing,97,M,Yellow,Summer,4.2,No,Express,No,No,26,Cash,Quarterly
3134,T-shirt,Clothing,68,M,Orange,Spring,4.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly
3135,Boots,Footwear,66,L,Gray,Spring,4.4,No,Store Pickup,No,No,47,Bank Transfer,Weekly
3136,Shoes,Footwear,85,L,Yellow,Spring,4.7,No,Free Shipping,No,No,48,Venmo,Fortnightly
3137,Skirt,Clothing,32,M,Gray,Fall,3.1,No,Next Day Air,No,No,29,Cash,Bi-Weekly
3138,Coat,Outerwear,44,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14,Bank Transfer,Monthly
3139,Blouse,Clothing,95,L,Gray,Fall,4.6,No,Next Day Air,No,No,40,Cash,Every 3 Months
3140,Sunglasses,Accessories,85,M,Olive,Winter,4.4,No,Next Day Air,No,No,4,Venmo,Weekly
3141,Gloves,Accessories,44,XL,Peach,Summer,4.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly
3142,Sunglasses,Accessories,30,S,Peach,Winter,4.9,No,Express,No,No,47,Credit Card,Bi-Weekly
3143,Sneakers,Footwear,21,L,Magenta,Winter,4,No,2-Day Shipping,No,No,1,Venmo,Quarterly
3144,Hoodie,Clothing,22,M,Purple,Summer,2.9,No,Store Pickup,No,No,26,Cash,Quarterly
3145,Boots,Footwear,70,L,Beige,Spring,2.6,No,Free Shipping,No,No,12,Debit Card,Quarterly
3146,Handbag,Accessories,29,XL,Purple,Spring,4.6,No,Standard,No,No,16,PayPal,Fortnightly
3147,Shirt,Clothing,83,S,Yellow,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Annually
3148,Sweater,Clothing,99,M,Pink,Winter,4.3,No,Express,No,No,21,Credit Card,Weekly
3149,Shorts,Clothing,35,L,Purple,Fall,4.3,No,Free Shipping,No,No,15,Venmo,Weekly
3150,Belt,Accessories,40,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually
3151,Blouse,Clothing,25,M,Peach,Spring,2.6,No,Express,No,No,7,Bank Transfer,Bi-Weekly
3152,T-shirt,Clothing,64,L,Orange,Fall,3.1,No,2-Day Shipping,No,No,47,Bank Transfer,Quarterly
3153,Belt,Accessories,90,M,Red,Fall,3.1,No,Store Pickup,No,No,17,PayPal,Monthly
3154,Socks,Clothing,88,L,Red,Fall,3.1,No,Next Day Air,No,No,46,Venmo,Fortnightly
3155,Belt,Accessories,55,M,Gold,Winter,4.4,No,Standard,No,No,32,Cash,Quarterly
3156,Handbag,Accessories,90,M,Brown,Fall,4.3,No,Free Shipping,No,No,34,Cash,Annually
3157,Shirt,Clothing,50,M,Black,Winter,3.1,No,2-Day Shipping,No,No,18,Cash,Monthly
3158,Belt,Accessories,34,L,Red,Fall,3.1,No,Store Pickup,No,No,5,Debit Card,Fortnightly
3159,Jewelry,Accessories,77,M,Gray,Winter,4.9,No,2-Day Shipping,No,No,44,Credit Card,Monthly
3160,Hat,Accessories,89,L,Pink,Winter,2.9,No,Store Pickup,No,No,4,Bank Transfer,Quarterly
3161,Backpack,Accessories,87,XL,Turquoise,Fall,3.8,No,Next Day Air,No,No,37,Cash,Fortnightly
3162,Dress,Clothing,77,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,43,Cash,Monthly
3163,Shoes,Footwear,85,L,Blue,Winter,3.9,No,Standard,No,No,28,Bank Transfer,Quarterly
3164,Pants,Clothing,66,XL,Turquoise,Summer,2.8,No,Express,No,No,36,Cash,Monthly
3165,Dress,Clothing,32,L,Silver,Winter,2.6,No,Standard,No,No,16,Credit Card,Annually
3166,Jacket,Outerwear,92,M,Lavender,Spring,3,No,Store Pickup,No,No,38,Bank Transfer,Every 3 Months
3167,Shirt,Clothing,80,M,Gold,Winter,2.7,No,Next Day Air,No,No,37,Bank Transfer,Fortnightly
3168,Dress,Clothing,78,M,Blue,Fall,2.8,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly
3169,Jeans,Clothing,24,M,Orange,Spring,2.9,No,2-Day Shipping,No,No,14,PayPal,Fortnightly
3170,T-shirt,Clothing,59,M,White,Fall,3.8,No,Free Shipping,No,No,3,Venmo,Weekly
3171,Sunglasses,Accessories,41,XL,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,Fortnightly
3172,Jewelry,Accessories,26,M,Maroon,Spring,3.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly
3173,Socks,Clothing,52,M,Olive,Fall,3.7,No,Standard,No,No,30,Debit Card,Bi-Weekly
3174,Skirt,Clothing,46,L,Teal,Summer,4.9,No,Next Day Air,No,No,32,PayPal,Fortnightly
3175,Pants,Clothing,52,L,Orange,Winter,3.8,No,Store Pickup,No,No,35,PayPal,Monthly
